prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
697000.0,344572.0,46354.0,170000.0,96600.0,Contrecoeur,Montérégie (Rive-Sud Montréal),"8440, route Marie-Victorin",4.0,2.0,1.125,1.0,1176.0,25190.0
562000.0,245342.0,28426.0,36147.0,42384.0,Griffintown,Montréal / l'Île,"604-1606, rue Ottawa",2.0,1.0,1.125,1.0,837.0,305.0
539000.0,299138.0,26511.0,190000.0,100000.0,Terrebonne (Lachenaie),Lanaudière,"4529, rue des Ancêtres",4.0,2.0,1.125,1.0,960.0,4500.0
548000.0,286500.0,25500.0,200000.0,103800.0,Lac-St-Charles,Québec Rive-Nord,"1796, chemin de la Passe",3.0,2.0,1.125,2.0,1047.33,29341.176
535000.0,282200.0,29800.0,240000.0,103800.0,St-Eustache,Laurentides,"261, rue Hugo",4.0,2.0,1.125,1.0,988.0,6500.0
675000.0,535727.0,33447.0,208300.0,129601.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,"175, rue L.-P.-Brodeur",5.0,2.0,1.0,1.0,2020.0,11160.0
225000.0,139856.0,27583.0,170000.0,103800.0,St-Côme,Lanaudière,"x, 24e Avenue",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,23026.0
489999.0,378100.0,29400.0,90000.0,50300.0,Gatineau (Gatineau),Outaouais,"102-517, rue de Cannes",3.0,2.0,1.125,1.0,1478.0,3.2579418905316664e+16
510000.0,365257.0,35821.0,233187.0,155604.0,Lévis,Québec Rive-Sud (Lévis),"95, rue Philippe-Poulin",5.0,2.0,1.125,2.0,1237.85,8361.0
334900.0,227579.0,20210.0,58589.0,103800.0,Repentigny (Repentigny),Lanaudière,"4-808C, rue Notre-Dame",2.0,1.0,1.0,1.0,1117.0,3.2579418905316664e+16
734000.0,354600.0,27583.0,19000.0,103800.0,L'Ange-Gardien-Outaouais,Outaouais,"10, chemin du Grenat",3.0,3.0,1.125,2.0,2440.0,50558.09
1499999.0,747952.0,92060.0,274497.0,103800.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"3445, avenue Montclair",4.0,3.0,1.0,2.0,1800.0,4680.0
460000.0,384500.0,23500.0,340000.0,110000.0,L'Assomption,Lanaudière,"A-B-160, rue Cazeneuve",3.0,1.0,1.125,1.0,1210.0,5000.0
179000.0,50097.0,3300.0,170000.0,103800.0,Cantley,Outaouais,"44, rue du Versant",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,87000.0
835225.0,269960.0,27583.0,170000.0,103800.0,St-Colomban,Laurentides,"555, rue Adèle-Berthelot - Le Monaco Garage double - Par Habitation Cousineau",3.0,1.0,1.0,2.0,1869.0,28600.0
274900.0,233168.0,19456.0,134934.0,121714.0,Beauport,Québec Rive-Nord,"550, rue Miray",2.0,1.0,1.0,1.0,959.28,3999.87
743900.0,269960.0,27583.0,170000.0,103800.0,St-Colomban,Laurentides,"549, rue Adèle-Berthelot - Barcelone - Par Habitation Cousineau",3.0,1.0,1.0,2.0,2058.0,32123.0
269000.0,173357.0,13104.0,140000.0,120000.0,St-Jean-De-Matha,Lanaudière,"51, avenue du Parc",2.0,1.0,1.125,1.0,1052.0,11456.03
1575000.0,269960.0,27583.0,170000.0,103800.0,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),"208, montée du Deuxième-Ruisseau",3.0,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,2831400.01
249000.0,110000.0,8703.0,67432.0,103800.0,ND-Du-Bon-Conseil,Centre-du-Québec,"731, rue Notre-Dame",3.0,2.0,1.125,2.0,1566.0,8016.0
845000.0,471300.0,46000.0,170000.0,125300.0,La Prairie,Montérégie (Rive-Sud Montréal),"345-365, rue Beauchemin",8.0,3.0,1.125,1.60799591263252,1502.0240125843316,7614.0
779000.0,478200.0,46500.0,320000.0,103800.0,St-Nicolas,Québec Rive-Sud (Lévis),"205, rue de l'Affluent",6.0,3.0,1.0,2.0,1384.0,13325.0
624000.0,421245.0,39940.0,403236.0,143226.0,Ile d'Orléans (St-Pierre),Québec Rive-Nord,"1066, rue des Gardenias",5.0,2.0,1.0,2.0,1861.0,21200.0
932500.0,519455.0,59758.0,170000.0,103800.0,Rivière des Prairies,Montréal / l'Île,"7798, boulevard Gouin Est",3.0,2.0,1.0,3.0,1660.0,2263.0
576900.0,314485.0,30527.0,144400.0,103800.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"4312, rue des Montgolfières",3.0,1.0,1.125,1.0,1433.0,3.2579418905316664e+16
251573.0,269960.0,27583.0,170000.0,103800.0,Ste-Marthe-Sur-Le-Lac,Laurentides,"., Rue Lambert-Binette - Par Construction Briand",2.0,1.0,1.125,1.0,960.0,3.2579418905316664e+16
239000.0,244998.0,10742.0,170000.0,103800.0,Canton-de-Hatley,Estrie,"X, rue des Méandres",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,85842.0
280000.0,229795.0,19661.0,73135.0,23762.0,Ste-Foy,Québec Rive-Nord,"615-999, rue Beauregard",2.0,1.0,1.125,1.0,900.0,3.2579418905316664e+16
280000.0,280000.0,13800.0,170000.0,103800.0,Trois-Rivières (Trois-Rivières),Mauricie,"700, Rue Gilles Lupien- Par Construction D.M. Turcotte",2.0,1.0,1.0,2.0,1260.0,3.2579418905316664e+16
185000.0,269960.0,27583.0,170000.0,103800.0,St-André-Du-Lac-St-Jean,Saguenay-Lac-Saint-Jean,"89, chemin des Lapointe",2.0,1.0,1.125,2.0,1502.0240125843316,120000.0
500000.0,269960.0,27583.0,170000.0,103800.0,Rimouski (Rimouski),Bas-Saint-Laurent,rue du Père Joseph-Jean,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,1020231.42
749000.0,419301.0,39718.0,299400.0,92400.0,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),"2040, rue Jean-Noel Dion",3.0,2.0,1.0,3.0,1159.0,5166.68
389000.0,167479.0,22333.0,60708.0,61032.0,Boucherville,Montérégie (Rive-Sud Montréal),"7-718, rue des Sureaux",2.0,1.0,1.125,1.0,866.0,3.2579418905316664e+16
470000.0,331160.0,30988.0,264982.0,103800.0,Val-Bélair,Québec Rive-Nord,"1208, rue de l'Etna",4.0,1.0,1.0,2.0,1356.0,6695.15
357500.0,297624.0,20656.0,285600.0,103800.0,Rimouski (Rimouski),Bas-Saint-Laurent,"215, rue Merisiers",2.0,2.0,1.125,1.0,1200.0,9899.57
1109900.0,269960.0,27583.0,170000.0,103800.0,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"809-360, rue Atateken - Le Solano Phase 8",2.0,2.0,1.125,1.0,1502.0240125843316,3.2579418905316664e+16
553000.0,269960.0,27583.0,170000.0,103800.0,Boischatel,Québec Rive-Nord,rue de l'Escalade - Par Construction Unik,3.0,1.0,1.0,2.0,1502.0240125843316,6673.0
468711.0,269960.0,27583.0,170000.0,103800.0,Chomedey,Laval,Le Market - unité 606,2.0,1.0,1.125,1.0,989.0,3.2579418905316664e+16
550000.0,326800.0,34800.0,170000.0,103800.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"990-992, rue Marquette",5.0,2.0,1.125,1.0,2108.0,5000.0
575000.0,288600.0,32400.0,231200.0,60500.0,Laval-des-Rapides,Laval,"327, avenue Quintal",4.0,1.0,1.0,1.0,1022.0,6835.0
410000.0,277000.0,22500.0,170000.0,103800.0,Ste-Adèle,Laurentides,"1580, rue du Sommet",3.0,2.0,1.125,2.0,2240.0,16116.0
469900.0,299909.0,30993.0,170000.0,103800.0,Repentigny (Repentigny),Lanaudière,"206-434, rue Notre-Dame",2.0,1.0,1.0,1.0,1080.0,3.2579418905316664e+16
372000.0,267578.0,21196.0,150000.0,103800.0,Lavaltrie,Lanaudière,"40, rue Rose",3.0,2.0,1.125,2.0,1035.0,5952.0
405000.0,223800.0,26500.0,189660.0,75600.0,Cap-Rouge,Québec Rive-Nord,"4376, rue des Guérêts",3.0,2.0,1.0,2.0,1408.0,4913.73
295000.0,290600.0,19900.0,350000.0,103800.0,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"3852, rue de Belfort",3.0,3.0,1.0,1.0,1056.0,7500.0
475000.0,575240.0,85154.0,170000.0,103800.0,La Malbaie (Pointe-Au-Pic),Charlevoix,"6, rue Desbiens",3.0,3.0,1.0,1.0,1430.0,34600.0
1199000.0,514900.0,53100.0,170000.0,103800.0,Cantley,Outaouais,"23, impasse de la Chatelaine",4.0,2.0,1.0,2.0,2300.0,52741.0
179000.0,164424.0,13722.0,88000.0,103800.0,Limoilou,Québec Rive-Nord,"2-2300, avenue de Vitré",3.0,1.0,1.0,1.0,1100.0,3.2579418905316664e+16
849000.0,658778.0,50944.0,90520.0,103800.0,Gatineau (Hull),Outaouais,"11, rue de l'Embellie",5.0,2.0,2.0,2.0,2200.0,7158.0
290000.0,182250.0,16604.0,200000.0,170000.0,Drummondville (St-Nicéphore),Centre-du-Québec,"200, rue Gamma",3.0,2.0,1.0,1.0,864.0,17500.0
1995000.0,269960.0,27583.0,170000.0,103800.0,St-Donat,Lanaudière,"., chemin Ouareau Nord - Par Invesco Habitation",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,225800.0
749000.0,373400.0,45500.0,97700.0,57800.0,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"302-7215, rue Marconi",2.0,2.0,1.125,2.0,1160.0,3.2579418905316664e+16
599900.0,399400.0,45200.0,233500.0,103800.0,Sherbrooke (St-Élie-d'Orford),Estrie,"944-946, rue Leonardo-Da Vinci",3.0,2.0,1.0,2.0,1502.0240125843316,32603.88
599500.0,283638.0,43952.0,170000.0,70057.0,Ste-Julie,Montérégie (Rive-Sud Montréal),"412-1935, chemin du Fer à Cheval",2.0,2.0,1.125,1.0,1245.38,3.2579418905316664e+16
875000.0,579100.0,60778.0,175000.0,80000.0,Montcalm,Québec Rive-Nord,"234-16, rue des Jardins-Merici",2.0,2.0,1.125,1.0,1722.0,3.2579418905316664e+16
299900.0,206000.0,14800.0,180000.0,60000.0,Gatineau (Buckingham),Outaouais,"534, rue Matte",4.0,1.0,1.0,2.0,1150.0,3003.13
775000.0,269960.0,27583.0,170000.0,103800.0,Magog,Estrie,"3-346, rue des Fleurons",5.0,2.0,2.0,2.0,1502.0240125843316,6000.0
210000.0,131700.0,7500.0,120000.0,36000.0,Gatineau (Aylmer),Outaouais,"303-75, rue Pearson",2.0,1.0,1.125,1.0,735.0,1389.62
752400.0,269960.0,27583.0,170000.0,103800.0,Chateauguay,Montérégie (Rive-Sud Montréal),"36, rue Marc-Laplante E- Par Danolo Construction",4.0,2.0,1.0,2.0,1502.0240125843316,5742.0
535000.0,141608.0,17304.0,170000.0,103800.0,Rosemont / La Petite Patrie,Montréal / l'Île,"6667, rue de Saint-Vallier",2.0,1.0,1.125,1.0,900.0,3.2579418905316664e+16
469000.0,226434.0,18474.0,222000.0,103800.0,St-Jérôme (Lafontaine),Laurentides,"2197, boulevard Lafontaine",4.0,2.0,1.125,1.0,980.0,6599.0
559000.0,363737.0,32300.0,216000.0,132000.0,Mascouche,Lanaudière,"333, croissant de Bourguignon",4.0,2.0,1.0,2.0,1420.0,3423.0
259900.0,145182.0,1767.0,120000.0,36000.0,Gatineau (Aylmer),Outaouais,"301-90, chemin Eardley",3.0,1.0,1.125,1.0,925.0,163.2
219900.0,131700.0,7500.0,120000.0,60000.0,Gatineau (Aylmer),Outaouais,"402-88, rue Front",2.0,1.0,1.125,1.0,734.0,1389.62
364500.0,109800.0,16700.0,25000.0,25000.0,Brossard,Montérégie (Rive-Sud Montréal),"202-9175, rue Lennon",1.0,1.0,1.0,1.0,560.0,3.2579418905316664e+16
849000.0,463364.0,40438.0,188121.0,86652.0,Beloeil,Montérégie (Rive-Sud Montréal),"453, boulevard Yvon-L'Heureux Nord",4.0,2.0,1.125,1.0,1308.0,11679.0
425000.0,223700.0,21923.0,6000.0,103800.0,Fabreville,Laval,"22-4497, boulevard Dagenais Ouest",3.0,1.0,1.0,1.0,1288.0,3.2579418905316664e+16
230000.0,269960.0,27583.0,170000.0,103800.0,Les Éboulements,Charlevoix,"449, chemin Catherine-Delzenne",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,35000.0
410000.0,265983.0,30000.0,151224.0,103800.0,Limoilou,Québec Rive-Nord,"9-1100, rue Cadillac",3.0,1.0,1.125,1.0,1040.0,3.2579418905316664e+16
249000.0,211900.0,17813.0,76356.0,103800.0,Beauport,Québec Rive-Nord,"413-2400, avenue de Lisieux",1.0,1.0,1.125,4.0,776.0,3.2579418905316664e+16
999000.0,269960.0,27583.0,170000.0,103800.0,La Pêche (Duclos),Outaouais,"859, chemin Parent",4.0,2.0,1.0,2.0,1800.0,14374800.04
365000.0,294771.0,19761.0,208500.0,392800.0,Métabetchouan-Lac-à-la-Croix,Saguenay-Lac-Saint-Jean,"1274, rang Sainte-Anne",3.0,2.0,1.125,2.0,2132.01,53819.55
455000.0,269960.0,27583.0,185000.0,130000.0,St-Félicien,Saguenay-Lac-Saint-Jean,"1036, chemin de la Montagne",3.0,2.0,1.125,2.0,1228.16,23822.69
617900.0,404500.0,38400.0,185000.0,43500.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"201-1346, rue du Jardin",3.0,2.0,1.125,2.0,1706.0,3.2579418905316664e+16
896805.0,269960.0,27583.0,170000.0,103800.0,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),"., Rue Sallaberry",9.0,3.0,3.0,1.60799591263252,1502.0240125843316,3.2579418905316664e+16
325000.0,252100.0,22000.0,230000.0,230000.0,Charny,Québec Rive-Sud (Lévis),"6224, rue des Amarantes",4.0,2.0,1.0,1.0,936.0,8950.0
490000.0,310500.0,29700.0,254800.0,158700.0,Beauport,Québec Rive-Nord,"780, boulevard des Chutes",4.0,3.0,1.0,2.0,2175.0,6066.0
95000.0,269960.0,27583.0,170000.0,103800.0,Thurso,Outaouais,"123, rue Guy-Lafleur",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,8461.51
598000.0,147200.0,19300.0,170000.0,103800.0,Compton,Estrie,"610, chemin Dubé",2.0,1.0,1.0,2.0,1700.0,133288.0
258000.0,201240.0,11305.0,240000.0,103800.0,St-Paulin,Mauricie,"2791, rue Henri-Paul-Milot",2.0,2.0,1.125,1.0,1120.0,18869.0
438000.0,280000.0,70000.0,240000.0,40000.0,Baie-St-Paul,Charlevoix,"48, chemin du Cap-aux-Corbeaux Nord",3.0,2.0,1.125,2.0,1408.0,189500.0
359000.0,157832.0,17981.0,50000.0,34200.0,Le Plateau-Mont-Royal,Montréal / l'Île,"2-5033, rue Berri",2.0,1.0,1.125,1.0,726.56,3.2579418905316664e+16
434900.0,246900.0,24286.0,118600.0,44800.0,St-Jean-sur-Richelieu (St-Athanase),Montérégie (Rive-Sud Montréal),"101-115, rue Bella",3.0,1.0,1.0,1.0,1124.0,3.2579418905316664e+16
334900.0,258500.0,15636.0,240000.0,111600.0,Trois-Rivières (St-Louis-De-France),Mauricie,"141, rue Babineau",3.0,1.0,1.0,1.0,1115.0,8000.0
345000.0,298500.0,44000.0,215000.0,90000.0,Charlesbourg,Québec Rive-Nord,"7026, avenue Grignon",4.0,2.0,1.125,1.0,1014.0,7215.0
749000.0,335500.0,49400.0,340000.0,121700.0,Ste-Julie,Montérégie (Rive-Sud Montréal),"2018, rue de Fontainebleau",6.0,2.0,1.125,1.0,1054.0,7740.0
246000.0,218072.0,18160.0,157300.0,108400.0,St-Georges,Chaudière-Appalaches,"2072, 85e rue",2.0,2.0,1.0,2.0,1352.0,4740.0
182900.0,158997.0,11687.0,80000.0,103800.0,Alma,Saguenay-Lac-Saint-Jean,"1335, avenue Marguerite-D'Youville",3.0,1.0,1.125,1.0,935.0275,25529.84
349000.0,296405.0,17224.0,345192.0,103800.0,Paspebiac,Gaspésie-Îles-de-la-Madeleine,"95, rue Day",5.0,2.0,1.125,1.0,1881.0,3825.0
390000.0,269960.0,27583.0,170000.0,103800.0,Morin-Heights,Laurentides,", rue des Huarts",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,45000.0
485900.0,316500.0,28700.0,60000.0,30000.0,St-Jérôme (St-Jérôme),Laurentides,"203-140, rue Radisson",2.0,1.0,1.0,1.0,1360.0,30000.0
809900.0,269960.0,27583.0,170000.0,103800.0,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"311-360, rue Atateken - Le Solano Phase 8",2.0,2.0,1.125,1.0,1016.0,3.2579418905316664e+16
625000.0,269960.0,27583.0,170000.0,103800.0,St-Donat,Lanaudière,Condos Lac Archambault - Phase 4,5.0,2.0,1.125,3.0,1996.0,3.2579418905316664e+16
547800.0,269960.0,27583.0,170000.0,103800.0,Ste-Julie,Montérégie (Rive-Sud Montréal),"101-361, rue McDuff",2.0,2.0,1.125,1.0,1280.0,3.2579418905316664e+16
363000.0,269960.0,27583.0,170000.0,103800.0,Sherbrooke (Brompton),Estrie,"63, rue Gisèle-Trudeau- Par Les Entreprises Lachance",3.0,2.0,1.125,1.0,884.0,3657.0
